Genes,EC-Log2fC,PC-Log2fC,AC-Log2fC,MC-Log2fC,M_Log2FC,S_Log2FC,GB_log2FC,Contra-Endo-1,Contra-Endo-2,Contra-Endo-3,Contra-Endo-4,Contra-Endo-5,Ipsi-Endo-1,Ipsi-Endo-2,Ipsi-Endo-3,Ipsi-Endo-4,Ipsi-Endo-5,Contra-Peri-1,Contra-Peri-2,Contra-Peri-3,Contra-Peri-4,Contra-Peri-5,Contra-Peri-6,Ipsi-Peri-1,Ipsi-Peri-2,Ipsi-Peri-3,Ipsi-Peri-4,Ipsi-Peri-5,Ipsi-Peri-6,Contra-Astro-1,Contra-Astro-2,Contra-Astro-3,Contra-Astro-4,Contra-Astro-5,Contra-Astro-6,Ipsi-Astro-1,Ipsi-Astro-2,Ipsi-Astro-3,Ipsi-Astro-4,Ipsi-Astro-5,Ipsi-Astro-6,Contra-MG-1,Contra-MG-2,Contra-MG-3,Contra-MG-4,Contra-MG-5,Contra-MG-6,Ipsi-MG-1,Ipsi-MG-2,Ipsi-MG-3,Ipsi-MG-4,Ipsi-MG-5,Ipsi-MG-6,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,GeneID,MSG_Regulated,Control-EC-exp,EC-EXP,EC-Regulated,Control-PC-exp,PC-EXP,PC-Regulated,Control-AC-exp,AC-EXP,AC-Regulated,Control-MC-exp,MC-EXP,MC-Regulated
Tap1,#N/A,#N/A,#N/A,-0.962214789,4.260560906,0.7364074457,2.558382402,796.8072993,493.7508126,767.8124889,253.6059965,772.6207971,779.5697858,789.7538302,949.3340941,640.4034909,987.4342915,0,498.9304083,1.746729431,166.4427765,273.0733246,234.4680565,828.8915869,229.5706189,739.9722815,830.2872847,782.9529211,1074.41093,502.6452488,220.8486855,262.4966714,166.5825656,443.8986572,545.9980044,793.4636913,582.5521953,413.5321627,360.4618112,751.1257825,1255.740363,929.557621,815.7214469,709.6194999,1151.575596,1278.681612,1034.301058,133.9788069,558.4055811,624.5668562,890.9699801,593.2313818,237.8748746,1158.706806,1537.629375,666.051881,1026.316798,20082.57109,18098.29226,22566.24402,23351.0196,629.0325748,666.4751728,633.7213324,998.0553678,1363.559518,852.4997078,439.4839705,502.6629924,368.2244014,3030.890548,1877.853679,2823.787235,ENSMUSG00000037321,1,1,1,0,0,1,0,1,1,0,1,1,1
Paqr7,#N/A,2.678020987,#N/A,-2.565337022,-1.485437368,-0.3545909659,-0.9782257921,2226.707334,904.6091531,1666.430839,766.9184774,2364.782683,1082.938383,1082.627315,1000.511134,1073.419944,1553.440241,217.9218079,353.1390553,365.9398159,41.10936046,227.0497306,257.1878294,1734.496278,883.8468826,1639.546428,1756.864244,1632.397073,1715.273796,14580.28341,7343.744625,10352.33966,8031.265415,12836.60561,7519.406943,9294.138397,5352.518237,5008.218232,2687.078956,10988.34067,6600.02014,2323.374747,2108.27607,1441.089454,1832.007838,2128.058568,1927.450441,191.8576515,459.5637173,219.0424045,592.7714821,237.5466133,285.3488411,2622.743291,3007.19116,2554.649971,3845.266937,1017.479295,1674.348422,900.8505588,701.5217289,2246.401131,2010.004489,2142.082851,1575.693014,1592.094388,1834.363454,492.3927203,536.0150393,391.7531172,250.3893143,241.9868507,229.9917205,ENSMUSG00000037348,1,1,1,0,1,1,1,1,1,0,1,1,1
Ccn3,-2.46096546,-8.273707124,#N/A,7.894906434,-1.047649108,-0.9451365926,-2.68216861,946.3269588,778.4684345,1256.094643,709.3995916,1450.358338,168.4570819,207.8706265,144.5751383,180.5035327,231.7343197,7984.847681,5314.904772,6308.313341,5610.926369,4685.201873,5448.201546,29.90510823,0,0,0,0,83.556536,0,27.34317059,14.24400542,132.3834959,6.433313873,5.221292392,62.66846989,26.61925673,0,16.38462778,8.623717365,17.71976053,43.62169842,5.430901777,2.080995601,82.74211808,61.16437315,3.244866063,10359.24135,8576.824409,7934.860439,15248.00404,2733.691507,2301.47729,1060.537517,1273.212972,1044.787264,1249.82579,404.6391645,607.7744434,650.9613608,575.3765373,214.3743015,186.0135734,331.0015554,104.8132825,151.0816296,122.8493029,501.7797566,504.2511851,358.8129151,45.88285864,51.79054369,114.0129896,ENSMUSG00000037362,1,1,1,1,1,1,1,0,0,0,0,1,1
Srrt,#N/A,#N/A,#N/A,#N/A,0.8948613783,0.5081840146,1.054336305,734.34972,325.5631879,628.0473217,916.8161798,530.7206285,394.5250272,481.42528,795.8029737,668.247121,728.0148982,583.9341262,275.3836669,526.6389236,223.5948142,456.1449543,530.7338954,538.9420593,367.3129902,511.9696178,725.5511471,713.4733203,698.4065179,469.6117245,509.0036372,636.9105282,544.9787246,350.6156061,471.4081131,591.3073368,699.2673979,826.0226826,914.9521093,468.2678529,676.8948523,461.143669,492.039701,694.0120329,414.6840271,767.4397764,516.7449205,509.1194663,713.2918007,199.3088546,443.219044,735.5052892,603.5254249,1131.652277,1178.092881,1374.185471,1508.913764,2504.292969,2128.829844,2252.75112,2770.045432,1122.194113,1125.77883,1210.879108,1715.444057,1713.533419,1490.943812,832.0327597,686.0992503,849.3866384,1385.662331,2102.874662,1423.196629,ENSMUSG00000037364,1,1,1,0,1,1,0,1,1,0,1,1,0
Icam1,#N/A,4.368168197,#N/A,-3.457466506,5.002408651,1.128993305,1.135796444,5957.128206,995.9110065,5531.47527,7061.75048,1565.052384,6812.666921,7749.169676,7981.059405,7071.321905,4997.66847,231.1656747,910.3860048,552.839865,65.17337633,262.8458593,266.2757386,5391.370926,1849.318874,5009.840349,5568.752867,17586.55703,11871.33427,438.363796,944.3910458,122.0914751,169.892153,272.3436206,739.1858229,927.897667,2056.849491,1519.756739,416.5144852,1083.138901,1822.7727,8082.477549,9447.596731,8335.42788,9094.818932,16769.42465,15704.34053,679.5405087,1365.444304,1422.788952,1623.323738,316.3053834,730.7960584,928.3568205,1110.897953,746.587566,692.4217331,24431.26584,23007.98705,27860.14668,36186.93645,1115.148949,1440.503217,1596.349274,3642.843863,2781.623168,2658.012189,291.8514911,500.2807034,434.1048055,799.6726791,944.7309522,948.4701293,ENSMUSG00000037405,1,1,1,0,1,1,1,1,1,0,1,1,1
Serpine1,#N/A,1.411206869,#N/A,#N/A,3.364945828,2.723941899,4.406221692,51.10165578,72.0804106,65.40293079,159.4841834,50.04831074,39.37957758,171.5512234,277.6354426,232.3502921,185.5925304,151.702474,161.9903923,198.2537905,168.4481111,104.3201465,116.3252373,338.7078563,626.2176325,267.3849421,364.8871892,377.2817034,421.724026,16.96316115,63.09962444,13.22657646,3.309587396,8.577751831,94.72916197,44.47439798,76.78631748,122.9138418,146.5993012,113.8330692,278.790899,437.255596,388.8525672,876.099148,503.2667653,752.4371943,537.0253334,508.0476358,982.3047084,325.6035743,623.5883482,349.3332548,516.1531249,71.1147606,60.21363612,73.28021784,84.84218864,619.8977899,634.7626513,679.6986185,1047.777408,113.7290895,182.4872497,306.9096701,1906.437149,1200.047121,877.6279743,31.57457652,40.49891408,14.11722945,828.5133331,482.1878206,564.1677246,ENSMUSG00000037411,1,1,1,0,1,1,1,0,1,0,1,1,0
Atg14,#N/A,-1.193014139,#N/A,#N/A,-0.3513995816,-0.4624368538,-0.7479119389,311.3415694,191.0130881,317.1594178,262.3209792,426.4533145,195.439385,113.594729,262.2823306,268.8350487,272.7492436,362.4003546,203.2979424,1072.491871,712.8964703,676.0354591,587.0789322,269.7960852,151.7716869,223.8571608,380.0908221,265.9649236,287.7182608,394.6166962,497.4353727,398.8321518,361.848222,381.7099565,279.7120924,486.1860325,419.7652022,245.8276836,400.9922063,333.737862,316.5930548,419.5991943,658.2252954,457.8190322,670.6978748,624.3382241,742.2631119,562.710989,649.0955386,459.791714,25.37859557,609.7453175,411.104348,430.5534963,452.911263,393.2463175,414.1758456,301.1268201,354.0852885,341.0987553,328.2349374,414.6582733,379.961375,411.6569978,259.7040222,297.382195,316.4300225,192.0075599,300.168422,215.2877491,133.7157595,126.797538,161.1907784,ENSMUSG00000037526,1,1,1,0,1,1,1,1,1,0,1,1,0
Kcnk2,#N/A,#N/A,#N/A,#N/A,0.3917845469,-1.146331833,-1.320627404,0,0,0,0,0,2.18775431,0,0,0,0,0,29.96822258,0,0,20.45493068,0,0,0,0,0,0,0,135.7052892,141.974155,239.0958053,225.051943,221.9493286,258.0810239,210.2426087,160.7393579,62.49856363,118.1417898,176.786206,177.1976053,1.038611867,0,0,0,1.154044777,34.88231018,0,1.018988287,1.973354996,0,0,0.5050421966,392.6771564,356.9185098,501.3527775,349.4038522,550.497468,495.5034982,574.7451554,481.4112415,408.6195606,543.9354254,454.6034021,194.4868686,131.0011598,309.9152868,501.7797566,536.8091357,551.7483842,233.3471096,158.0504523,246.7005207,ENSMUSG00000037624,1,0,0,0,0,1,0,1,1,0,0,0,0
Phc3,#N/A,#N/A,#N/A,#N/A,-0.4894816628,-0.5604910805,-0.7447741861,378.5307835,412.0596806,172.0186673,31.37393771,234.6014566,188.8761221,227.9622112,227.7378285,375.408943,177.3895456,175.7822318,140.1216894,288.2103562,168.4481111,266.9368454,257.1878294,100.7672125,221.9182649,153.3836102,157.9488527,204.7033401,253.0344156,183.0235808,336.5313304,284.8801085,364.0546136,192.9994162,297.6136663,226.415117,340.9312496,331.2423872,243.1823702,196.6207559,187.8294616,148.521497,301.9581388,508.8034244,335.8356557,263.122209,384.5166285,263.670292,203.7976573,60.18732738,149.5524382,29.21696313,279.2883347,1144.793048,1192.928124,1120.244122,1287.229335,811.6308824,813.9643522,905.8483427,848.2620538,1511.691084,1136.357801,1156.410498,821.0373796,892.1465849,865.5291793,2968.010193,3344.733845,2968.147491,1556.084377,1927.858342,2052.233813,ENSMUSG00000037652,1,1,1,0,1,1,0,1,1,0,1,1,0
Cdkn1c,-1.173595863,-5.032081831,#N/A,3.633733378,-0.9099042126,-0.6282070474,-1.460004814,819.5191463,1087.21286,619.0880161,656.2381972,1079.1667,354.4161982,336.9204207,264.8411826,345.6450626,586.513411,2129.854576,1322.651553,1792.144397,1504.000992,3490.633921,2286.517946,76.06299268,40.81255446,62.18254467,44.76625238,79.93889557,77.25038234,83.9230078,118.837626,26.45315293,135.6930833,81.48864239,146.9420859,17.18329013,122.858108,83.33141817,97.44541786,45.70570204,126.4009585,171.3709581,182.4782997,115.4952559,159.6436161,136.1772836,152.508705,2010.753934,1690.501568,806.1155158,1053.211716,3188.459889,2642.380772,1517.372555,1803.791099,1395.226326,1811.791254,783.400243,935.9510522,830.8815833,922.9194121,896.7488387,844.5545179,922.8239568,549.6874371,437.9454832,735.2344641,730.4820946,1094.264777,743.5074176,234.6580485,409.8596475,286.9982153,ENSMUSG00000037664,1,1,1,1,1,1,1,1,1,0,1,1,1
Atp8a1,#N/A,3.756156515,#N/A,-2.823286489,-1.052776515,-0.4922595637,-1.127943287,1745.973239,540.6030795,1320.601644,1239.27054,2746.401052,644.65827,887.1207407,991.5551521,755.6185118,2006.655149,93.91105535,326.4106405,218.3411789,170.4534458,146.2527544,112.6900737,2043.949137,1243.507519,1925.586133,2060.092256,3651.040959,3521.19855,1826.664617,3468.376024,3062.461166,4140.293833,3303.506674,1761.067334,1880.054097,2420.304727,3916.576654,4449.719966,2503.465151,2027.140605,2449.046783,2381.993519,3516.882566,4098.168437,2663.535344,4008.220804,129.6914851,520.7030145,757.7683184,884.6253312,215.9514666,192.4210769,2218.471336,2614.493534,2202.034269,2552.563912,1180.981748,1122.709451,1188.223136,1128.870745,2044.104255,1490.75333,1626.725999,1059.778745,1355.909815,1251.759942,2884.380234,2856.364587,3029.322152,1135.273017,1451.028164,1423.196629,ENSMUSG00000037685,1,1,1,0,1,1,1,1,1,0,1,1,1
Themis2,#N/A,6.479703566,#N/A,-4.251169167,2.687272578,0.9780518593,3.010033272,161.82191,24.02680353,39.42094459,0,14.59742397,123.9727442,200.9158472,244.3703665,0,0,0,84.23500401,0,0,0,0,1336.628316,517.8092847,804.2275777,1388.59847,2014.908424,1480.369572,110.7069465,165.110684,9.156860629,54.05659414,9.649970809,0,11.1185995,227.2874997,201.0370463,92.27132488,5.174230419,11.81317369,2246.517468,1346.863641,1461.89941,2033.509231,2134.982837,2827.089557,0,223.1584348,256.5361495,153.1779518,0,0,44.83321864,91.62944627,48.61162966,50.17548791,319.9472464,364.8805717,338.5998633,487.8472206,57.36777082,76.69753973,84.84533541,171.1950281,117.61418,143.3241867,29.86784266,39.70481773,44.70455992,214.9939662,206.2692344,494.383912,ENSMUSG00000037731,1,0,0,0,0,1,1,0,0,0,1,0,1
Limch1,#N/A,#N/A,#N/A,#N/A,-2.024374714,-0.7246919,-0.8173973501,1846.283897,2372.646849,1129.768435,1722.080581,2064.492818,1659.047018,952.8047677,603.8890733,848.7506536,1492.943228,256.4494204,135.2619776,187.7734139,324.8642143,117.6158514,111.7812828,53.95921703,177.2795334,55.9642902,78.55210323,0,4.729615245,1957.905916,1785.719372,1892.417863,1709.953488,1153.707621,726.5055414,1919.474586,1957.539187,2382.236917,2656.896747,1329.777218,880.0814398,125.6720359,71.68790346,56.18688123,36.99059396,42.69965673,0.8112165157,87.89009733,57.06334406,120.3746548,134.1440051,52.08241253,153.0277856,2788.935394,2394.582863,3622.65473,3125.476756,829.275032,831.2368053,610.9790891,660.3314622,2893.549844,2748.769297,2947.589801,1664.202008,1862.702623,1669.633707,3498.804425,3540.081549,3816.357694,1801.229936,2399.330878,1955.912495,ENSMUSG00000037736,1,1,1,0,1,1,0,1,1,0,0,1,0
Ppp1r16b,#N/A,#N/A,#N/A,#N/A,-1.699313719,-0.4597721057,-0.7895717284,2621.325676,682.3612204,1632.385478,1235.784547,2564.975926,400.3590387,1441.95758,1088.791528,739.2963838,2668.020796,86.68712802,524.8488711,213.9743553,88.23472488,75.68324353,85.42634617,39.65677396,82.90050125,140.9471012,173.9971319,15.68894212,19.70673019,3466.73446,5753.634089,4541.802872,9165.350697,3150.17936,673.5467186,2257.075698,5521.448136,7785.237742,8201.799728,2532.78579,1625.492699,151.6373326,308.4752209,117.5762515,3.893746733,33.46729852,0,5.359152276,603.2410657,404.5377742,139.5822756,111.7866415,270.7026174,1998.943162,1760.15803,1454.721156,1448.703178,630.4842796,489.0263283,429.8094205,502.0063748,1459.355574,1290.634462,1375.332412,895.5712693,1183.791503,918.5777419,1869.72695,1821.657037,2144.64244,884.8837023,1343.875315,1143.078508,ENSMUSG00000037754,1,1,1,0,1,1,0,1,1,0,0,0,0
Vopp1,#N/A,#N/A,#N/A,1.100214792,-0.6264152022,0.3511799206,-0.5245226618,516.6945195,117.7313373,929.0799894,497.6255121,788.2608942,355.1454496,554.0640863,759.9790456,737.3761335,827.4760885,81.87117646,121.4927942,29.69440033,120.3200794,214.7767722,321.7119845,138.4736533,17.85549258,111.9285804,109.8040153,100.8574851,59.12019057,257.1258111,208.2287607,123.108904,325.4427606,339.8934163,472.154012,220.3504264,235.4780403,183.32912,151.7733942,511.3864398,471.3456302,199.4134785,131.427823,123.8192383,367.9590663,57.70223883,240.1200887,263.670292,337.2851229,516.0323314,553.7972104,235.0060078,496.9615214,1229.04858,1545.483327,1308.886267,1384.843466,829.275032,1030.949544,854.6210571,825.0925288,693.4455105,722.0147705,698.6646756,828.0249317,1008.804552,859.0144435,515.4336275,648.7767217,583.5121505,394.5925843,372.3561503,448.1889937,ENSMUSG00000037788,1,1,1,0,1,1,0,1,1,0,1,1,1
Ppm1k,#N/A,-0.9206750017,#N/A,#N/A,1.065112127,-0.5073269014,-0.8874561307,74.75982974,264.2948389,108.4075976,31.37393771,159.5289905,10.93877155,40.9559227,101.0746542,88.33151599,111.7656675,172.1702681,172.5197678,169.4327548,154.4107685,193.299095,177.2142288,104.0177678,91.82824754,47.67328424,60.81453154,115.0522422,122.9699964,180.345187,251.3468374,394.762436,408.1824456,271.2714016,253.6056305,239.5552801,134.1201012,334.3673154,248.3564632,263.8857514,222.0876653,314.6993957,106.4456748,204.9780667,232.6513673,105.0180747,316.3744411,56.80701413,43.81649633,125.3080422,101.5143823,125.7599717,229.2891572,368.714574,306.304149,354.7923418,256.3511291,682.2404518,513.8554796,839.6277053,659.0442664,348.2324334,320.0138727,278.6278916,210.791157,246.7029141,208.4715443,832.8861266,859.2122556,883.5032763,470.6270358,472.3654761,449.1718643,ENSMUSG00000037826,1,1,1,0,1,1,1,1,1,0,1,1,0
Ifi206,#N/A,8.429024407,#N/A,#N/A,1.458190391,2.800593958,5.098973164,0,0,0,0,0,0,0,5.117704011,0,0,0,0,0,0,0,0,18.85322041,93.10363987,109.8558289,87.84321222,45.5726414,12.61230732,0,0,0,0,0,0,0,6.142905399,49.9988509,1.724697661,0.8623717365,0,40.50586281,23.89596782,20.80995601,21.41560703,23.08089553,8.112165157,0,2.037976573,0,20.8467035,0,0,5.410905698,13.0899209,4.353280268,6.385971188,22.34925618,12.95433982,18.74168985,25.74391666,1.00645212,4.407904582,5.237366384,10.48132825,44.94200374,18.61353074,12.800504,6.352770837,2.352871575,245.145559,286.6338711,238.8375559,ENSMUSG00000037849,1,0,0,0,0,1,1,0,0,0,0,0,0
Ackr1,#N/A,#N/A,#N/A,4.123727354,7.241424168,3.226462079,4.381047009,1824.518377,6826.014884,4422.313238,12742.1762,128.2487963,10940.9593,14542.44357,27064.97766,28091.34233,2393.220806,0,26.72841473,0,27.07201786,30.68239603,9.087909167,62.41066066,156.8732562,192.7658885,178.2203633,0,9.459230491,39.28311003,19.98154774,16.27886334,129.0739085,4.288875915,48.48342935,40.43127089,177.120439,24.99942545,187.1296963,44.8433303,116.9504195,10.38611867,0,0,0,49.62392539,0,137.1942983,43.81649633,0,319.9515798,76.21816468,465.6489052,101.2612352,84.64815513,2035.158525,82.10534385,79518.65349,64679.93921,104892.2403,99459.04761,453.909906,1527.779728,1178.407436,8927.762485,11177.17195,9475.217822,29.86784266,24.61698699,16.47010102,561.0818142,446.4702043,498.3153944,ENSMUSG00000037872,1,1,1,0,0,1,0,0,1,0,0,0,1
Wdr19,#N/A,-3.012385149,#N/A,2.31572732,-1.542859212,-0.5498694742,-0.6398802227,166.5535447,0,123.6384171,311.1248823,200.193243,242.111477,91.1848845,51.17704011,75.84988873,183.5417842,127.6227162,2.429855885,200.0005199,112.2987408,301.7102276,169.0351105,21.4536646,0,41.45502978,0,21.66568198,29.16596068,215.1643072,258.7084602,322.5249799,174.3049362,671.2090807,965.9390925,188.0054097,250.8353038,102.0809873,292.3362536,646.7788024,743.048625,19.73362547,6.517082132,54.10588563,22.38904372,46.16179106,17.03554683,99.68023234,260.8610014,0,89.73146289,275.6556956,99.99835492,331.6112206,452.911263,271.35447,301.0529274,101.1597911,140.3386814,104.9534632,118.4220166,342.1937207,281.2243123,240.9188536,177.0179882,187.4177177,225.2237219,477.0321155,579.6903388,551.7483842,326.4237657,358.9620442,345.9704513,ENSMUSG00000037890,1,0,1,0,0,1,1,1,1,0,0,0,1
Ccr7,#N/A,8.701071654,#N/A,#N/A,2.903867563,2.076225279,5.976257239,14.19490438,73.28175078,14.33488894,0,0,0,63.36576719,180.3990664,27.84363004,5.12686548,0,0,0,0,0,0,37.70644082,24.23245421,43.52778127,83.61998086,83.67435798,167.9013412,68.74544256,4.206641629,0,14.34154538,0,0,0,54.26233102,0,6.036441815,0,0,104.8997986,53.22283741,79.07783284,49.64527085,126.9449254,64.89732126,0,49.93042605,679.8207961,467.6912611,0,0,5.410905698,10.47193672,3.627733557,2.736844795,34.11202259,28.06773628,58.72396153,45.05185415,7.045164838,5.289485498,14.66462587,33.7731688,48.76685512,29.78164918,1.706733866,2.382289064,0,57.681308,103.5810874,120.8930838,ENSMUSG00000037944,1,0,0,0,0,1,1,0,0,0,1,0,0
Cramp1,#N/A,#N/A,#N/A,#N/A,-0.6425279603,-0.4650438599,-0.5850488215,66.24288712,9.610721414,154.9959867,53.16139446,211.6626475,18.96053735,139.8683398,76.76556017,136.3377747,85.10596697,107.1549221,58.31654123,53.27524766,97.25873084,79.77422967,75.42964609,47.45810655,51.01569308,51.81878722,82.77533459,82.9272655,86.70961283,119.634926,83.08117218,124.126333,116.9387547,76.1275475,141.7207935,154.6496112,78.83395262,115.6223427,106.931255,56.91653461,77.96694634,116.3245291,73.86026417,239.3144941,171.3248563,201.9578359,126.5497765,43.94504867,175.2659853,20.72022746,477.6614237,82.56967841,79.29162486,529.4957719,487.8177187,591.3205697,678.7375092,401.1103346,359.4829301,338.5998633,365.5636165,820.2584776,713.1989614,826.4564153,557.8395813,560.3407275,590.0489244,887.5016103,990.2381541,802.3292069,540.1067931,583.9830272,662.4547846,ENSMUSG00000038002,1,0,1,0,1,1,0,1,1,0,1,1,0
Dennd4c,#N/A,-1.56897183,#N/A,#N/A,-0.3477943752,-0.7064471303,-0.5942168709,362.4432252,230.6573139,319.8472095,151.6406989,292.9911525,156.7890589,336.1476674,93.3980982,179.5434075,341.449241,191.4340744,196.0083747,239.3019321,300.8001985,327.278891,267.1845295,95.56632414,22.95706189,147.1653557,46.45554492,108.3284099,94.59230491,212.4859134,201.9187982,251.3049528,135.6930833,261.6214308,224.5155729,226.415117,148.4535471,221.8699009,132.8017199,191.4465255,233.900839,43.62169842,105.3594945,100.9282866,106.1045985,117.7125672,105.458147,26.79576138,234.3673059,91.76100731,160.4289791,279.4666038,164.1387139,647.7627107,749.6161366,806.807943,721.6147443,550.497468,578.6271788,637.2174549,532.8990748,1549.936264,1157.515743,1488.459526,748.8326738,898.8400748,921.3697715,2353.586001,2672.928329,2409.340492,1325.359145,1905.534832,1691.520303,ENSMUSG00000038024,1,1,1,0,1,1,1,1,1,0,1,1,0
Phf2,#N/A,-1.66938004,#N/A,#N/A,-0.3002680608,-0.3827679651,-0.8882496775,178.8557952,174.1943256,88.69712532,249.2485052,125.1207769,18.23128592,117.4584953,19.19139004,172.8225313,87.15671317,263.6733477,26.72841473,105.6771306,266.7095093,103.2974,84.51755525,44.85766235,11.47853094,105.7103259,29.5626195,41.83717899,36.26038355,51.78228141,64.15128485,127.1786198,151.1378244,68.62201464,84.28657718,66.71159698,82.92922288,104.1642727,209.5507658,111.245954,70.87904213,76.85727816,57.56755884,111.3332647,63.27338441,58.8562836,101.4020645,84.67460597,65.21525035,5.920064988,24.47221715,76.21816468,91.41263758,1765.501231,1810.772391,1946.641826,1913.966793,1626.790595,1457.36323,1540.566906,1414.62822,2197.084977,2062.017763,2167.22221,1680.506296,1576.794982,1671.49506,1550.567717,1636.632587,1437.604532,600.4099788,945.6238926,949.4529999,ENSMUSG00000038025,1,1,1,0,1,1,1,1,1,0,1,0,0
Kmt2c,#N/A,-0.687659708,#N/A,#N/A,-0.5754644842,-0.6233070753,-0.5027560012,885.7620334,291.9256629,685.3868774,759.9464913,1049.971852,390.1495186,576.4739308,250.7674965,448.3784562,857.2119083,474.3712283,541.8578623,372.9267336,847.2538923,672.9672195,767.9283246,288.6493056,350.7328899,346.1494986,293.9369024,537.906587,464.2905632,1365.088074,1279.870716,1759.13467,1034.797659,1545.067548,804.0790284,2284.366806,1360.653546,814.5646126,1067.587852,1207.320431,917.8835956,650.1710288,808.1181844,953.0959852,1008.480404,811.2934779,1510.485152,556.2800063,554.329628,97.6810723,234.752009,1014.971893,642.413674,730.4722692,644.0241081,938.1318977,774.527077,555.2025746,472.8334035,472.2905842,572.8021456,1546.916908,1146.055191,1287.344657,889.7483092,841.4673041,852.4997078,5465.815206,5681.759417,5733.948027,3712.578733,4033.411825,4166.388475,ENSMUSG00000038056,1,1,1,0,1,1,1,1,1,0,1,1,0
Smim3,#N/A,1.799271496,#N/A,#N/A,1.702165756,0.7544172689,0.995159713,75.7061567,160.9795837,81.52968085,90.63582006,19.81078967,603.8201895,224.8711982,681.9340595,214.1079138,26.6597005,638.1135812,356.3788631,465.5033935,552.4696978,1273.319435,928.7843169,2417.76299,3277.75828,1882.058352,2743.411089,2496.783075,1847.703022,2783.744025,1508.081024,1253.472477,1476.075979,1280.229461,1403.781755,2280.323678,1911.467397,1456.216532,1417.701478,2134.370048,2442.964319,1645.161197,1262.141573,1147.669074,1127.239679,2276.930344,2459.608476,842.4587379,1298.191077,1545.136962,1394.009999,1662.826293,1843.90906,271.3182714,387.4616585,286.590951,316.5617146,998.6588683,701.6934071,1213.212056,1191.943341,179.1484773,276.8164078,395.9448986,450.6971147,559.3845146,426.2498539,103.2573989,84.17421358,105.8792209,218.9267826,156.2645715,209.3514379,ENSMUSG00000038059,1,1,1,0,1,1,1,1,1,0,1,1,0
